,title,category_id,rating_count,average_rating,id
0,Love ring,1,36,0.37358473012647103,a7baef4a-4ccf-cff1-2005-64b556863ec2
4,Love wedding band,1,93,3.8267932754848575,b4cd3d3f-df3f-15e1-f149-09320da83355
8,"Love ring, 3 diamonds",1,52,2.5806802829630064,75425632-6b71-aa87-9f44-e40d262a48cc
11,"Love wedding band, 1 diamond",1,41,4.701318197605966,671167be-bd55-1e51-bc26-939e046498c3
15,"Love wedding band, 8 diamonds",1,4,1.6305387672512919,6530b667-3f81-8b2b-db4c-81ec72d2992d
18,"Love ring, SM",1,38,0.7297236163413247,e6cad1fc-4939-7ffe-5920-20671cefc30c
21,"Love wedding band, diamond-paved",1,55,4.458090628163229,6e58fc6c-fb26-be5b-1f06-d4a4e595243b
24,"Love ring, diamond-paved",1,51,0.8150537640038633,a242ffe2-67d3-3fb4-dcaf-4b635e4e3b1f
25,"Love ring, diamond-paved, ceramic",1,12,0.8479867739265241,9fa2f41c-bf06-07ef-3758-ca8c169700bc
27,"Love ring, pink sapphires",1,21,0.09620797038127894,8968fda8-1003-17f4-0819-c68c3155ecb3
31,"Love ring, 6 diamonds",1,51,0.6679715889509319,cc21443e-8808-c302-02e1-3036a9123fad
33,Panthère de Cartier ring,1,70,4.114627076061961,6f39e2aa-a981-99c2-1ba8-12d14679465c
69,Caresse d’Orchidées par Cartier ring,1,17,3.795319098574377,e7db433a-43a4-ed3d-ac77-59ac72919e0c
70,Les Oiseaux Libérés ring,1,33,2.483632642855592,abb086dc-9032-1d14-63f2-efa15f56d1d0
75,Faune et Flore de Cartier ring,1,70,0.1849438172293518,48ad8a4c-e329-d741-2b92-728c2fd56578
76,Cactus de Cartier ring,1,5,1.3077536257340172,c9a0bb86-997b-b4ec-0234-89f075e09882
77,Cactus de Cartier wedding band,1,69,0.626789931452762,6c44196e-e563-9bef-cf7c-3ad6150d4bb1
89,"Trinity ring, classic",1,80,4.473559180508237,b84cebdd-22a3-36eb-128a-4fdf2d8f1071
92,Trinity wedding band,1,99,3.1814889433276017,65d5a9d6-19f7-9cd0-19d3-1527990c61f8
93,"Trinity ring, small model",1,90,4.716680182119174,ff3fd735-54be-4cc6-6e2f-b68accd54307
94,"Trinity ring, classic ceramic",1,52,0.2425725094931911,884d54af-ec66-3c58-4e2d-fb30d52bd0bd
98,Trinity ring,1,99,3.095010410467481,ddadf377-46bc-9e65-4d4a-bd3fd4325b46
99,"Trinity ring, LM",1,45,2.4639719236136934,a3eb1a32-2a77-795c-5738-9d9067f6af4a
102,Trinity Ruban wedding band,1,72,4.950291015213506,8165e61f-82bd-9649-a75f-206638e52f19
103,"Trinity ring, ceramic, SM",1,3,3.0934586405409776,1b6e5b84-0ff5-6ee2-1305-9264e77a5f79
108,"Trinity ring, ceramic, LM",1,68,0.6072895729543416,37b28d25-d120-f1d3-05cf-791b16023fe5
110,1895 wedding band,1,13,2.1703276181993285,237ba9f4-e62b-1f75-0113-a12110552460
127,Étincelle de Cartier wedding band,1,50,2.298698528941329,4aea4065-391e-25b2-c31e-d1d87c611209
128,Cartier d'Amour wedding band,1,68,0.1918177883997423,751024e3-fe39-2d78-ded5-e4cca998dc54
130,C de Cartier wedding band,1,24,0.30687388448735475,f6285d9d-10f8-bc4b-b52f-a8c395616db7
133,Ballerine wedding band,1,1,3.328428533746066,088c5399-3b9f-863d-7cd2-d8e8948ce15f
136,Logo de Cartier wedding band,1,4,4.216099198751583,ccfd0746-b096-d02d-403b-b13885dd6381
157,Etincelle de Cartier ring,1,27,3.68415970119382,456cd732-db6b-293a-be88-1ab617fe7609
177,"Étincelle de Cartier ring, small model",1,88,3.0188283676792587,209d07a2-5dc4-2196-cb3e-fe4e0be87019
187,Cartier Destinée wedding band,1,78,3.329380506816809,38b73d3a-8893-59f2-144e-aab6fb00f0ad
194,Reflection de Cartier ring,1,57,4.2003271969686535,a3ccce94-9e37-3c48-6a5e-1640ba92b020
196,Coup d'Éclat de Cartier ring,1,6,0.21471210962946516,7995e1f1-7c3d-c15b-cd4e-1384b7646cb0
204,Reflection de Cartier wedding band,1,35,3.999126350966367,888f0a46-abdb-64a7-146c-2e39ba3f010c
206,Essential Lines ring,1,29,1.327850751612015,2a0af1b0-2244-8cfa-ab00-ac45f97f0ac1
208,Juste un Clou ring,1,29,0.08320916861053938,705a64b5-3726-12b9-caf1-1072a2987dc7
210,Juste un Clou ring SM,1,84,3.981011168280219,e759b983-a6c4-5b9b-a54e-1bce6fb34536
222,Tank Française ring,1,84,2.6134363491557697,08adee3e-7a1a-6e82-18ba-b52c03c8ab1b
223,Maillon Panthère wedding band,1,79,4.529865668739686,142e6d0f-be39-d846-4aa9-0ecd660c7368
229,Maillon Panthère ring,1,17,0.07355647214766854,68ac7556-4aa9-f112-7066-ec8183f42785
234,"Maillon Panthère thin wedding band, 2 half diamond-paved rows",1,94,0.10008911430946243,5110fb6b-5f60-fd24-bc42-e7b88baf62be
237,"Maillon Panthère ring, 3 half diamond-paved rows",1,79,4.562113330885521,e35e8bc4-1fc3-a5e4-6c8b-ff7d3bec349e
240,"Maillon Panthère ring, 3 diamond-paved rows",1,62,0.4251776441054877,f3a972d8-db04-1e28-f747-a70375f716ef
241,Ecrou de Cartier ring,1,35,0.2965832732251478,de1bd7c7-bdf4-7e19-ea75-a2622ff1def9
245,Pluie de Cartier ring,1,83,1.640192032030088,c01dab5a-8153-caa0-eca2-bace5471efc4
248,Goldmaster de Cartier ring,1,100,2.2687410780043384,e0a5aedc-4ee9-2994-9874-8b642e7ee6d9
251,Clash de Cartier ring Medium Model,1,33,2.9523225609398187,2acc9f1f-e98a-2b86-189b-7e2f488933da
252,Clash de Cartier ring Small Model,1,9,3.9506121536395287,2eb50484-4d54-0427-10ad-48f1b472ceae
256,Clash de Cartier ring Diamonds,1,94,1.9958589336953863,7b9c584f-1f8a-5d3f-05ef-72019bb389c5
257,Clash de Cartier ring Large Model,1,96,4.249365566600885,0bd64812-a157-f4b1-df90-edeccb05fbcd
258,Clash de Cartier ring XL Model,1,43,3.0659763882161375,45b62f38-1d60-92fd-9eea-a2eedd13aebc
259,"Amulette de Cartier bracelet, XS model",2,56,3.164168727072231,0e9d1305-fc7c-4263-d430-4a67cd445fca
263,Love bracelet,2,77,0.21656454637809952,16d273f7-8583-1724-39ec-be9c6eb32c7e
264,"Love bracelet, diamond-paved",2,43,1.1411242707003553,a91f0e73-2b7b-d79c-d012-8ca4ce94091a
267,"Love bracelet, SM",2,74,2.928325804109944,88825fcc-f956-8e34-c3ef-34b8a304065a
273,"Love bracelet, 4 diamonds",2,91,4.210785415448991,696accc2-927a-796f-7ae5-415b7b026821
276,"Love bracelet, 1 diamond",2,39,4.3786956097365675,5c3d48d0-8e19-59bd-f182-2f94d8c1f8be
278,"Love bracelet, small model, 10 diamonds",2,67,3.836405596762635,3a8606ec-7282-387d-39c8-c304c1c939cd
281,"Love bracelet, 10 diamonds",2,16,3.782530813066944,88cd147c-0a59-8346-1ab9-3fccdd667041
284,"Love bracelet, small model, pavé",2,1,2.892623213509191,b6d0a8f6-0373-09e9-0f93-e401f3e0b09c
289,"Love bracelet, diamond-paved, ceramic",2,85,1.0023703341689842,fe1b5a37-1629-450b-15d2-7224a400b72c
299,"Love bracelet, 12 diamonds",2,58,3.363436923021762,0b8b2d6f-bdc9-eed2-2fe4-9018fba50056
301,"Love bracelet, small model, 6 diamonds",2,67,0.08216410037621169,bfdc78ab-9890-6cd4-6c6d-17ca9d7df566
307,"Love bracelet, 1 pink sapphire",2,29,3.8025965071759464,48b5b1ac-3fa0-2c6e-964c-80744cf4ecbd
309,Panthère de Cartier bracelet,2,97,1.4457727920313144,2300a8fd-7505-3c46-7db2-6ee9ebbaaae6
334,Faune et Flore de Cartier bracelet,2,57,4.251759615341208,906cf2af-24d6-b06a-f91e-6e5bf0a0cd83
335,Cactus de Cartier bracelet,2,37,1.0599949178027042,354c93ee-0898-62c7-9c23-e7179cf3c195
339,Trinity bracelet,2,26,1.765769964015867,4707774f-0dc9-bbb4-a5f4-d8fc46fc1c8b
346,C de Cartier bracelet,2,63,4.100423760436587,5dccaf6c-837f-0b98-f0e2-433439a0f241
348,Essential Lines bracelet,2,41,2.0663886661608095,35d9f0e6-4da9-182f-adc6-4cb2ebf19c86
352,Diamants Légers bracelet XS,2,15,0.5253364725502568,6385a485-5611-60f8-d7c3-bc4311c1f7bc
355,Saphirs Légers de Cartier bracelet,2,85,0.5111892734816487,3a9ee7f6-e70c-896e-565a-10793133a779
356,"Diamants Légers bracelet, SM",2,85,1.1875719795884856,5e266224-3845-a673-b2c1-84eea870b80c
359,Diamants Légers bracelet,2,46,0.35217255731033714,86236262-b40a-2dd5-81d2-376158c0882e
362,Etincelle de Cartier bracelet,2,8,4.841709109028475,c9aa0679-43ff-d15e-2ea3-2edce8ba39d5
365,Reflection de Cartier bracelet,2,20,2.6327435277059585,16756d72-4554-1e0b-e5b6-17d3d58a1799
366,Logo bracelet,2,11,2.859862785912932,562ac886-a0dd-51bb-f1d3-4be941dec5e9
370,Juste un Clou bracelet,2,79,1.0709710907291827,9ec0655e-68e1-df0a-b75e-0a1de2d96c38
377,Juste un Clou bracelet SM,2,68,1.447305340408217,2fa879b3-fc87-1504-8278-2c6ed3f3a4c1
391,Santos de Cartier bracelet,2,80,3.733608755437584,10437b79-4657-9a5a-f29f-512526c0b7e4
393,Maillon Panthère bracelet,2,71,0.0323602469409149,950cbac2-f2f5-7f17-d541-cf08003c0d07
395,"Maillon Panthère thin bracelet, 3 diamond-paved rows",2,86,2.8065577745163064,2957dc66-0895-f8d7-e983-ae68b6ac0d5a
396,Ecrou de Cartier bracelet,2,16,1.3879161117308259,81998c83-0b63-4b16-beed-e2dbe8888f8f
401,Symbols bracelet,2,90,0.6893505620037984,9aae615a-ddda-5c3b-b2b4-4208c09e34b7
403,Agrafe bracelet,2,47,4.958823132152639,42921680-2db6-f77b-2e40-f60fa43c97a0
409,Pluie de Cartier bracelet,2,53,2.458406973571604,9973cca3-b7de-8cad-a676-4431f280588e
410,Agrafe cuff bracelet,2,31,2.2906487551095016,cb531502-7d3f-0fd5-8469-95840d700b72
414,Clash de Cartier bracelet Medium Model,2,73,3.7990050812669547,f2a3d442-3016-9b61-d364-c622525fde49
415,Clash de Cartier bracelet Small Model,2,94,0.2991675332030347,811d9f9f-0310-e0a4-9fec-b34082bdf267
417,Clash de Cartier bracelet Diamonds,2,49,0.770320063356694,b72547d4-2c2f-789b-897f-b4f6519b378c
418,Clash de Cartier bracelet Large Model,2,21,3.244863057716869,45d72b34-737c-dfa3-50ef-54e99ddcbcd4
419,"Amulette de Cartier necklace, XS model",3,60,4.989437443446399,673a8599-9165-415f-42f3-caac8cfc767e
423,"Amulette de Cartier necklace, small model",3,52,2.2542856165756286,ed8f66ae-3aea-4454-5811-545db5e9bac0
430,Love necklace,3,82,1.0567162627684916,320af207-9508-31a5-7d95-7cc5fd9fec47
431,"Love necklace, 3 diamonds",3,95,1.889830758937331,4f44935f-57f8-01ed-daba-17e417b28bf1
433,"Love necklace, 2 diamonds",3,80,0.7515357992437606,411542f2-bd08-5239-8c24-d2177bb7d98c
439,"Love necklace, 6 diamonds",3,27,3.73611709833818,855443bd-f10c-ecbc-164a-d4a8e44e3565
443,"Love necklace, diamonds",3,36,0.09193683923513754,118a67fd-5c32-7880-11a5-fb433d814f27
448,"Love necklace, diamond-paved",3,100,3.600024851507804,d28960a9-2c59-2ce9-b116-54e85531ad0e
452,Cactus de Cartier Necklace,3,60,0.13338044147222863,e46667e6-5fd4-e390-cfc8-9a4d6bbd2b5e
460,Panthère de Cartier necklace,3,2,4.429640994726704,47655511-c4cf-b623-9d56-f04850775c0f
485,Caresse d'Orchidées par Cartier necklace,3,44,4.8095592279495945,e814e78d-7d55-94e3-0580-cffd985e71d2
486,Les Oiseaux Libérés necklace,3,92,0.11905529432902238,b928cf25-8f3c-6ac6-0de7-371a0767f1ff
490,Faune et Flore de Cartier necklace,3,39,3.0134884516773455,d74aeb4d-5b17-9b00-63cc-9216d75a6334
491,Paris Nouvelle Vague necklace,3,91,0.5525996935921599,069d00d8-0ef8-4f06-d83b-bf1754d1ca01
492,Trinity necklace,3,23,3.111590622315022,49cf815e-716d-84bf-91ef-1239d359c9e6
505,Logo necklace,3,79,1.9018409103047924,1906f5b8-ab20-5d27-6f29-49fb168298ff
507,C de Cartier necklace,3,48,2.3463983261747288,2c2014fb-34ab-1746-0ca1-e5312701bac3
508,Diamants Légers necklace XS,3,97,1.7234603932435577,f7eea3aa-2941-d364-f89f-fe224c5c13e8
510,Saphirs Légers de Cartier necklace,3,35,1.812246383735237,481015f4-23c2-7311-e43c-6925f9d7810c
511,"Diamants Légers necklace, SM",3,7,4.0176099134092755,76b54ad9-0a14-720e-fdf0-40c22f83a92e
514,"Diamants Légers necklace, LM",3,6,1.1495192362596158,ccacfc10-b08e-7e1e-e334-f7f3a0b3a15e
517,Etincelle de Cartier necklace,3,59,4.832392312652791,3a71b291-a28c-9bc2-ad6f-8f42bcdc4ae2
521,Reflection de Cartier necklace,3,13,4.298312329727444,32b0710c-bc40-bac8-2a66-c0bc735d54ef
525,Essential Lines necklace,3,64,0.765883375025269,1e179abf-3099-6657-d942-0e85fd8a9ce4
534,Juste un Clou necklace,3,28,3.684578757052855,2fbefe97-6353-8c3c-14e1-e0f140ea0946
541,Santos de Cartier necklace,3,54,1.6653304133475075,f9c79117-dfa1-1692-e4bc-cd6e78452c16
542,Chain necklace,3,43,2.3904295207715203,a42edca7-8482-6667-1793-0c803c63127c
549,"Maillon Panthère thin necklace, 3 diamond-paved rows",3,50,0.2847605098464514,53a5b0ab-39b2-80b3-b953-7f2ad4d6c54f
550,Cross pendant,3,87,0.4014137033067352,a9a7d5a9-da43-9670-1861-bec9b18696ac
551,Star pendant,3,71,2.4719142983295344,4d360836-36bf-621a-43c4-cdababc05d0b
552,Hand of Fatima pendant,3,45,1.0692956278186105,90a6b4c1-e935-e04e-828a-6cd5b3893dea
553,Symbols necklace,3,78,4.069053178062863,51825711-5c1e-fd70-3af8-3517c3a9d869
556,Hearts and Symbols pendant,3,82,1.0811104952163508,00518e3b-cbb4-450f-c58a-16319f70e755
560,Agrafe necklace,3,80,3.8660389986253363,5b487d0b-f57d-220b-4dc6-57899042895f
567,Pluie de Cartier necklace,3,88,3.459251373350542,943faacb-d175-552b-78fd-1818767ddd1b
571,Clash de Cartier necklace Diamonds,3,74,2.2901045923122982,416e0ec9-9058-1bf2-59af-9788e2d5042d
572,Clash de Cartier necklace Small Model,3,23,1.3680336777282074,70234f91-3cf3-f9ae-520d-92bb93ee9350
573,Clash de Cartier necklace Medium Model,3,68,3.9345595669983537,02a2d39a-f6f7-eddb-bb25-6471455b2f80
574,"Amulette de Cartier earrings, XS model",4,45,4.877928724352046,70ad5605-03b7-7303-161e-f7e93d934d93
579,Love single earring,4,93,4.0261581485497855,6f7b95c7-1af2-0abe-a954-3f0c1b2ab7ca
581,Love earrings,4,26,0.3314278743832319,68f6f4f0-7f18-10bb-e116-ceed49fd15a2
592,"Love earrings, 2 diamonds",4,47,0.7279287493894043,8f61aa5b-baee-9e08-109b-8cb9bd3655d7
598,Panthère de Cartier earrings,4,42,4.871463936252228,493871e4-0e9d-ac66-600d-668e43abd3b4
606,Caresse d’Orchidées par Cartier earrings,4,2,1.1099119751894084,e7a57114-df41-0b82-a6b0-c22d78a3e6ce
607,Faune et Flore de Cartier earrings,4,56,4.921614746262254,ac4d5a33-7b53-c994-0330-fbc2b5e8ffec
609,Les Oiseaux Libérés earrings,4,13,0.7612479804851217,504f4461-7024-d4a6-1b1c-ce1f5cdb015f
613,Cactus de Cartier earrings,4,18,3.6227431505378775,12ebce89-b927-f549-dd12-14e81474626d
620,Trinity earrings,4,57,2.6866837298572097,2548707d-8ab0-6c12-97f5-f328b4323684
628,Etincelle de Cartier earrings,4,60,0.001430327431591224,98c982a0-e2df-8152-3677-c60476757b39
630,Diamants Légers earrings XS,4,62,3.8084938020135053,21dfe999-5461-390c-d81d-ba9f386e3167
632,Saphirs Légers de Cartier earrings,4,42,2.9280398709011517,66f4facb-7ae4-619b-e9e9-1e263d2ea979
633,Diamants Légers earrings,4,61,0.8453027030664724,c07d8b77-1280-9a00-c47e-a19b4a758b05
636,"Diamants Légers earrings, MM",4,86,0.3462929131548062,f222aa83-408c-9dd7-bd39-d5ba51a7d668
641,"Etincelle de Cartier earrings, small model",4,36,0.4621227770644351,af7160a7-7c3e-cbeb-5cd0-0ee19141b896
644,"Etincelle de Cartier earrings, medium model",4,22,1.240584451150463,4c29e3f2-45d7-353a-af57-203c220cd419
654,Reflection de Cartier earrings,4,36,3.36492547406123,022a51b8-e391-880e-dfea-4557b89dd952
655,Etincelle de Cartier earring,4,76,2.002262817697999,88a23251-694e-e6a6-968e-d97e9b034c3f
659,"Etincelle de Cartier earrings, large model",4,49,0.5542813912388321,22af90b6-9581-71e8-2d0d-19e11186188b
663,Diamond Collection earrings,4,4,1.8696213953487633,5d4d7e85-c179-7951-4bca-dc4683dc667b
666,C de Cartier earrings,4,59,0.2392756746135369,58ad3a70-21ec-fe51-c94f-824b2637c1e6
668,Juste un Clou single earring,4,64,0.025298809349843528,3f15fc18-4696-0146-c2c6-7c7f9d45c7b6
669,Juste un Clou earrings,4,99,2.8117602530270354,5dad3420-6c76-4fe7-0955-2bf94a10cefa
677,"Maillon Panthère earrings, 3 diamond-paved rows",4,35,2.2206630083309937,df8ae4ac-b71a-926e-c16e-af010c3d6196
678,Agrafe earrings,4,97,4.510653751315179,2f4a9188-826a-0500-0b70-3a2a5a65e5ae
682,Pluie de Cartier earrings,4,45,2.3054179497227603,d05e6d15-9cf5-c4e1-0a5b-726d470d90f8
683,Ecrou de Cartier earrings,4,70,3.9623952516691583,4a4bcb35-441a-f91e-bcda-d773b7f75596
687,Clash de Cartier earrings Small Model,4,16,2.156190187034268,40688828-2bb4-d1d6-8ff0-38dc3f316148
689,Clash de Cartier earrings Diamonds,4,84,4.053165475198226,1e76e6b1-3477-a1d4-75f8-9922ebf30611
690,Clash de Cartier earring Large Model,4,75,2.627219747022197,6e615b2f-9e91-85d8-cf4d-b6f79a88ba6f
691,Clash de Cartier earrings XL Model,4,45,3.7730621034963776,62b5244e-b0d9-3a62-36e0-0c3a2fea90a7
